OBJECTID_1,OBJECTID,ASSETNUM,DESCRIPTIO,INSERVICE,LOCATIONDE,ISNFPA,LASTSERVIC,BATTALION,ENGINEID,XCOOR,YCOOR,DCS_LAST_M,lat,lng
1,2119420,H20332,"BOLLINGAFB - HYDRANT, KENNEDY-K81-A/D GUAR",Y,IN FRONT OF BLDG 400 DIA ACCESS ROAD SW NORTHSIDE - ANACOSTIA ANNEX #26 //SOUTH OF BLDG 397,Y,2011-08-03T00:00:00.000Z,3,E-25,399119,131387,2012-06-06T06:00:31.000Z,38.85029072,-77.0101482
2,2119408,H20320,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,ACCESS RD SW SOUTHSIDE - ANACOSTIA ANNEX #64 //ACCESS RD SOUTHERN SIDE OF BLDG 410,Y,2011-08-03T00:00:00.000Z,3,E-25,398726,131417,2012-06-06T06:00:31.000Z,38.85055976,-77.01467607
3,2119955,H21130,"GSA - HYDRANT, MUELLER-SUP CENT 250",Y,IN FRONT OF ROBBINS RD SW EASTSIDE - ANACOSTIA ANNEX BLDG 485,Y,2011-08-03T00:00:00.000Z,3,E-25,398592,131436,2012-06-06T06:00:31.000Z,38.8507345,-77.01622033
4,2119421,H20333,"BOLLINGAFB - HYDRANT, KENNEDY-K81-A/D GUAR",Y,BROOKLEY AVE SW OTHER - ANACOSTIA ANNEX #78 //NE OF BLDG. 409,Y,2011-08-03T00:00:00.000Z,3,E-25,399253,131449,2012-06-06T06:00:31.000Z,38.85084916,-77.00859696
5,2119407,H20319,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,IN FRONT OF ACCESS RD SW EASTSIDE - ANACOSTIA ANNEX #65 // EAST OF BLDG 410,Y,2011-08-03T00:00:00.000Z,3,E-25,398796,131452,2012-06-06T06:00:31.000Z,38.85088144,-77.0138597
6,2119418,H20330,"BOLLINGAFB - HYDRANT, KENNEDY-K81-A/D GUAR",Y,ACCESS ROAD SW EASTSIDE - ANACOSTIA ANNEX #25 //NW OF BLDG. 397,Y,2011-08-03T00:00:00.000Z,3,E-25,399107,131465,2012-06-06T06:00:31.000Z,38.85099817,-77.01028477
7,2119404,H20316,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,IN FRONT OF ACCESS RD SW OTHER - ANACOSTIA ANNEX #63 //SWC OF BLDG 410,Y,2011-08-03T00:00:00.000Z,3,E-25,398689,131469,2012-06-06T06:00:31.000Z,38.85102681,-77.01509824
8,2119419,H20331,"BOLLINGAFB - HYDRANT, AM DARLING - B-62-B",Y,DIA ACCESS RD SW NORTHSIDE - ANACOSTIA ANNEX #71 //EAST OF BLDG 421,N,2011-08-03T00:00:00.000Z,3,E-25,398977,131506,2012-06-06T06:00:31.000Z,38.85136107,-77.01178261
9,2119405,H20317,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,ACCESS RD SW WESTSIDE - ANACOSTIA ANNEX #62 //ACCESS RD WEST OF  BLDG 410,Y,2011-08-03T00:00:00.000Z,3,E-25,398677,131509,2012-06-06T06:00:31.000Z,38.85139037,-77.01523703
11,2119956,H21131,"GSA - HYDRANT, MUELLER-SUP CENT 250",Y,REAR OF BLDG 485 ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX,Y,2011-08-03T00:00:00.000Z,3,E-25,398535,131519,2012-06-06T06:00:31.000Z,38.85148228,-77.0168717
12,2119403,H20315,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,ROBBINS RD SW EASTSIDE - ANACOSTIA ANNEX #66 //ACCESS RD SEC OF BLDG 411,Y,2011-08-03T00:00:00.000Z,3,E-25,398631,131521,2012-06-06T06:00:31.000Z,38.8514979,-77.01576444
13,2119410,H20322,"BOLLINGAFB - HYDRANT, AM DARLING - B-62-B",Y,IN FRONT OF BLDG 421 DEFENSE BLVD SW SOUTHSIDE - ANACOSTIA ANNEX #70 //NORTH 70 BLDG 421,N,2011-08-03T00:00:00.000Z,3,E-25,398925,131556,2012-06-06T06:00:31.000Z,38.85181918,-77.01238187
14,2119400,H20312,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,ROBBINS RD SW EASTSIDE - ANACOSTIA ANNEX #67 //SWC OF BLDG 411,Y,2011-08-03T00:00:00.000Z,3,E-25,398543,131571,2012-06-06T06:00:31.000Z,38.85195211,-77.01678252
15,2119402,H20314,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,ROBBINS RD SW EASTSIDE - ANACOSTIA ANNEX #69 //ACESS RD EASTSIDE OF BLDG 411,Y,2011-08-03T00:00:00.000Z,3,E-25,398683,131603,2012-06-06T06:00:31.000Z,38.85223779,-77.01516909
17,2119411,H20323,"BOLLINGAFB - HYDRANT, KENNEDY-K81-A/D GUAR",Y,IN FRONT OF BLDG 400 DEFENSE BLVD SW EASTSIDE - ANACOSTIA ANNEX #77 //SWC OF BLDG 400,Y,2011-08-03T00:00:00.000Z,3,E-25,399020,131642,2012-06-06T06:00:31.000Z,38.8525909,-77.01128339
18,2120056,H21148,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,BLDG 398 DEFENSE BLVD SE WESTSIDE - ANACOSTIA ANNEX//LOCATED ON THE B SIDE OF THE BUILDING,Y,2011-08-03T00:00:00.000Z,3,E-25,398742,131643,2012-06-06T06:00:31.000Z,38.85260044,-77.0144814
19,2119401,H20313,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,ROBBINS RD SW EASTSIDE - ANACOSTIA ANNEX #68 //NWC OF BLDG 411,Y,2011-08-03T00:00:00.000Z,3,E-25,398590,131655,2012-06-06T06:00:31.000Z,38.85270727,-77.0162396
20,2120055,H21147,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,BLDG 398 DEFENSE BLVD SE NWC - ANACOSTIA ANNEX//ACCESS RD LOCATED ON SIDE B OF THE BUILDING,Y,2011-08-03T00:00:00.000Z,3,E-25,398687,131664,2012-06-06T06:00:31.000Z,38.85278709,-77.01511861
21,2119398,H20310,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,NULL - ANACOSTIA ANNEX #54 //EAST OF BLDG 398 AT PARKING LOT,Y,2011-08-03T00:00:00.000Z,3,E-25,398797,131677,2012-06-06T06:00:31.000Z,38.85290497,-77.01385907
22,2121273,H20304,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,DEFENSE BLVD SW NORTHSIDE - ANACOSTIA ANNEX #58 //SWC OF BLDG 398,Y,2011-08-03T00:00:00.000Z,3,E-25,398706,131681,2012-06-06T06:00:31.000Z,38.85293818,-77.01489664
23,2119413,H20325,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,REAR OF BLDG 411 ROBBINS ST SW WESTSIDE - ANACOSTIA ANNEX #28 //NW OF BLDG 411,N,2011-08-03T00:00:00.000Z,3,E-25,398547,131691,2012-06-06T06:00:31.000Z,38.85302641,-77.016739
24,2119423,H20335,"BOLLINGAFB - HYDRANT, AM DARLING - B-84-B",Y,REAR OF BLDG 371 CUDAHY ST SW EASTSIDE - ANACOSTIA ANNEX #80 //PARKING LOT SW OF BLDG. 371//EAST,N,2011-08-03T00:00:00.000Z,3,E-25,399303,131725,2012-06-06T06:00:31.000Z,38.85333665,-77.00802466
25,2119422,H20334,"BOLLINGAFB - HYDRANT, AM DARLING - B-84-B",Y,REAR OF BLDG 371 CUDAHY ST SW EASTSIDE - ANACOSTIA ANNEX #79 //PARKING LOT SW OF BLDG. 371,N,2011-08-03T00:00:00.000Z,3,E-25,399298,131725,2012-06-06T06:00:31.000Z,38.85334041,-77.00807668
26,2119395,H20306,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,DEFENSE BLVD SW OTHER - ANACOSTIA ANNEX #55 //NE OF BLDG 398,Y,2011-08-03T00:00:00.000Z,3,E-25,398837,131731,2012-06-06T06:00:31.000Z,38.85339182,-77.01339012
27,2119412,H20324,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,IN FRONT OF BLDG 400 DEFENSE BLVD SW EASTSIDE - ANACOSTIA ANNEX #23 //WEST OF BLDG 400,Y,2011-08-03T00:00:00.000Z,3,E-25,399055,131733,2012-06-06T06:00:31.000Z,38.85340902,-77.01088581
28,2119397,H20308,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,DEFENSE BLVD SW OTHER - ANACOSTIA ANNEX #57 // WEST OF BLDG 398,Y,2011-08-03T00:00:00.000Z,3,E-25,398747,131734,2012-06-06T06:00:31.000Z,38.85342059,-77.01443339
29,2119396,H20307,"GSA - HYDRANT, KENNEDY-K81-A/D GUAR",Y,DEFENSE BLVD SW OTHER - ANACOSTIA ANNEX #56 //NWC OF BLDG 398,Y,2011-08-03T00:00:00.000Z,3,E-25,398798,131790,2012-06-06T06:00:31.000Z,38.85392301,-77.01383937
31,2119414,H20326,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #29 //BTN BLDG 106 AND 411,N,2011-08-03T00:00:00.000Z,3,E-25,398603,131826,2012-06-06T06:00:31.000Z,38.85425127,-77.01609246
32,2119425,H20337,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,CUDAHEY ST SW WESTSIDE - ANACOSTIA ANNEX #24 /SE OF BLDG. 361,Y,2011-08-03T00:00:00.000Z,3,E-25,399313,131858,2012-06-06T06:00:31.000Z,38.85453891,-77.00790983
33,2119415,H20327,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,IN FRONT OF BLDG 106 ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #30 //SE OF BLDG 106,N,2011-08-03T00:00:00.000Z,3,E-25,398633,131900,2012-06-06T06:00:31.000Z,38.85491756,-77.01573846
34,2119528,H20354,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,IN FRONT OF BLDG 387 BROOKLEY AVE SW WESTSIDE - ANACOSTIA ANNEX #14 //E OF BLDG 387,N,2011-08-03T00:00:00.000Z,3,E-25,399436,131915,2012-06-06T06:00:31.000Z,38.85504664,-77.0064978
35,2119427,H20339,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,THOMAS RD INT CUDAHEY ST SW NWC - ANACOSTIA ANNEX #13 //SE OF BLDG. 356 - ANA. ANNEX #13,N,2011-08-03T00:00:00.000Z,3,E-25,399344,131934,2012-06-06T06:00:31.000Z,38.85521994,-77.00755589
36,2119426,H20338,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,REAR OF BLDG 362 THOMAS RD SW SOUTHSIDE - ANACOSTIA ANNEX #16 // PARKING LOT NORTH OF BLDG. 362,Y,2011-08-03T00:00:00.000Z,3,E-25,399234,131969,2012-06-06T06:00:31.000Z,38.85553585,-77.0088214
37,2119416,H20328,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,IN FRONT OF BLDG 97 ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #31 //NE OF BLDG 97,N,2011-08-03T00:00:00.000Z,3,E-25,398659,131989,2012-06-06T06:00:31.000Z,38.85571728,-77.0154397
38,2120204,H21212,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,BROOKLEY AVE SW - NWC - NEC OF BLDG 387,Y, ,3,E-25,399478,131997,2012-06-06T06:00:31.000Z,38.85578814,-77.00600742
39,2120178,H21185,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,BROOKLEY AVE BET THOMAS RD & DEFENSE BLVD SW - WESTSIDE - CONSTRUCTION SITE NEAR THOMAS RD,Y,2011-08-03T00:00:00.000Z,3,E-25,399384,132007,2012-06-06T06:00:31.000Z,38.85587609,-77.00708584
40,2119417,H20329,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,IN FRONT OF BLDG 91 ROBBINS RD SW EASTSIDE - ANACOSTIA ANNEX #35 //SW OF BLDG 91,N,2011-08-03T00:00:00.000Z,3,E-25,398705,132031,2012-06-06T06:00:31.000Z,38.8560916,-77.01491761
41,2119525,H20351,"BOLLINGAFB - HYDRANT, M&H - TRAFFIC 29/129",Y,IN FRONT OF BLDG 357 MITSCHER RD SW WESTSIDE - ANACOSTIA ANNEX #15 // SEC BLDG 357,N,2011-08-03T00:00:00.000Z,3,E-25,399275,132040,2012-06-06T06:00:31.000Z,38.85617203,-77.00834667
42,2119428,H20340,"BOLLINGAFB - HYDRANT, M&H - TRAFFIC 29/129",Y,THOMAS RD SW NORTHSIDE - ANACOSTIA ANNEX #17 // SOUTH OF BLDG. 358,N,2011-08-03T00:00:00.000Z,3,E-25,399173,132043,2012-06-06T06:00:31.000Z,38.85620313,-77.0095268
44,2120203,H21211,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,BROOKLEY AVE SW - NWC - NEC OF BLDG 387,Y, ,3,E-25,399488,132064,2012-06-06T06:00:31.000Z,38.85639286,-77.00589549
45,2120179,H21186,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,BROOKLEY AVE BET THOMAS RD & DEFENSE BLVD SW - WESTSIDE - CONSTRUCTION SITE NEAR THOMAS RD,Y,2011-08-03T00:00:00.000Z,3,E-25,399413,132089,2012-06-06T06:00:31.000Z,38.85661904,-77.00676141
46,2119553,H20382,"BOLLINGAFB - HYDRANT, US PIPE-A P SMITH",Y,IN FRONT OF BLDG 93 ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #35 //BLDG. 93,N,2011-08-03T00:00:00.000Z,3,E-25,398755,132099,2012-06-06T06:00:31.000Z,38.85671072,-77.01433299
47,2119552,H20381,"BOLLINGAFB - HYDRANT, US PIPE-A P SMITH",Y,DOHERTY DR SW WESTSIDE - ANACOSTIA ANNEX #32 //SE CORNER OF BLDG. 94,N,2011-08-03T00:00:00.000Z,3,E-25,398702,132108,2012-06-06T06:00:31.000Z,38.85678999,-77.01494369
48,2119529,H20358,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,BROOKLEY AVE SW EASTSIDE - ANACOSTIA ANNEX #7 //NE OF VACANT LOT,N,2011-08-03T00:00:00.000Z,3,E-25,399517,132123,2012-06-06T06:00:31.000Z,38.8569279,-77.00556267
49,2119551,H20380,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,IN FRONT OF BLDG 93 DOHERTY DR SW EASTSIDE - ANACOSTIA ANNEX #33 //BLDG. 93,N,2011-08-03T00:00:00.000Z,3,E-25,398736,132127,2012-06-06T06:00:31.000Z,38.85695578,-77.01455575
50,2119524,H20350,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,NULL - ANACOSTIA ANNEX #20,N,2011-08-03T00:00:00.000Z,3,E-25,399352,132149,2012-06-06T06:00:31.000Z,38.85716006,-77.00745894
51,2119550,H20379,"BOLLINGAFB - HYDRANT, US PIPE-A P SMITH",Y,IN FRONT OF BLDG 73 DOHERTY DR SW EASTSIDE - ANACOSTIA ANNEX #34 //NW OF BLDG. 73,N,2011-08-03T00:00:00.000Z,3,E-25,398787,132176,2012-06-06T06:00:31.000Z,38.85740004,-77.01396547
52,2119429,H20341,"BOLLINGAFB - HYDRANT, M&H - TRAFFIC 29/129",Y,SPRUANCE CT INT DEAD END SW EASTSIDE - ANACOSTIA ANNEX #19 // DEAD END //SEC,N,2011-08-03T00:00:00.000Z,3,E-25,399256,132191,2012-06-06T06:00:31.000Z,38.85753852,-77.00856046
53,2119555,H20384,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,IN FRONT OF BLDG 57 ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #45 //NEC BLDG #57,N,2011-08-03T00:00:00.000Z,3,E-25,398877,132210,2012-06-06T06:00:31.000Z,38.85770237,-77.01292976
54,2119554,H20383,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,DOHERTY RD SW WESTSIDE - ANACOSTIA ANNEX #37 //NWC OF BLDG. 94 PARKING LOT -,N,2011-08-03T00:00:00.000Z,3,E-25,398730,132224,2012-06-06T06:00:31.000Z,38.85783102,-77.01462511
55,2119430,H20342,"BOLLINGAFB - HYDRANT, M&H - TRAFFIC 29/129",Y,IN FRONT OF BLDG 351 SPRUANCE CT SW NORTHSIDE - ANACOSTIA ANNEX #18 //SW OF BLDG. 351,N,2011-08-03T00:00:00.000Z,3,E-25,399235,132237,2012-06-06T06:00:31.000Z,38.85795367,-77.00880988
56,2119530,H20359,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,BROOKLEY AVE SW WESTSIDE - ANACOSTIA ANNEX #6 //SOUTH OF BLDG 171,N,2011-08-03T00:00:00.000Z,3,E-25,399540,132269,2012-06-06T06:00:31.000Z,38.85823767,-77.00529014
57,2119544,H20373,"BOLLINGAFB - HYDRANT, US PIPE-A P SMITH",Y,ENTERPRISE WAY INT ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #44 // SE OF BLDG. 72,N,2011-08-03T00:00:00.000Z,3,E-25,398942,132276,2012-06-06T06:00:31.000Z,38.85829991,-77.01218511
58,2119523,H20349,"BOLLINGAFB - HYDRANT, M&H - TRAFFIC 29/129",Y,MITSCHER RD SW EASTSIDE - ANACOSTIA ANNEX #11 //SOUTH OF BLDG 352,N,2011-08-03T00:00:00.000Z,3,E-25,399467,132280,2012-06-06T06:00:31.000Z,38.85833349,-77.00613212
59,2119543,H20372,"BOLLINGAFB - HYDRANT, US PIPE-A P SMITH",Y,WATSON RD INT DOHERTY DR SW NORTHSIDE - ANACOSTIA ANNEX #39,N,2011-08-03T00:00:00.000Z,3,E-25,398887,132285,2012-06-06T06:00:31.000Z,38.8583806,-77.01281727
61,2119546,H20375,"BOLLINGAFB - HYDRANT, US PIPE-A P SMITH",Y,WATSON RD INT ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #38 //S OF BLDG. 84,N,2011-08-03T00:00:00.000Z,3,E-25,398833,132322,2012-06-06T06:00:31.000Z,38.8587194,-77.01343985
62,2119545,H20374,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,ENTERPRISE WAY SW NORTHSIDE - ANACOSTIA ANNEX #43 // NE OF BLDG. 72,N,2011-08-03T00:00:00.000Z,3,E-25,399020,132344,2012-06-06T06:00:31.000Z,38.85890988,-77.01128406
63,2119517,H20343,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,POREMBA CT BET DEFENSE BLVD AND DEAD END SW NORTHSIDE - ANACOSTIA ANNEX #21,N,2011-08-03T00:00:00.000Z,3,E-25,399284,132349,2012-06-06T06:00:31.000Z,38.85895795,-77.00824143
64,2119542,H20371,"BOLLINGAFB - HYDRANT, US PIPE-A P SMITH",Y,IN FRONT OF BLDG 72 ROBBINS RD SW WESTSIDE - ANACOSTIA ANNEX #40 //SWC OF BLDG. 72,N,2011-08-03T00:00:00.000Z,3,E-25,398869,132358,2012-06-06T06:00:31.000Z,38.85903731,-77.01302903
65,2119548,H20377,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,NULL - ANACOSTIA ANNEX #73 //SW OF BLDG. 419,Y,2011-08-03T00:00:00.000Z,3,E-25,399111,132365,2012-06-06T06:00:31.000Z,38.85909946,-77.01023529
66,2119531,H20360,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,IN FRONT OF BLDG 169 BROOKLEY AVE SW EASTSIDE - ANACOSTIA ANNEX #4 //E OF BLDG 169,N,2011-08-03T00:00:00.000Z,3,E-25,399603,132383,2012-06-06T06:00:31.000Z,38.85926159,-77.004572
67,2119547,H20376,"BOLLINGAFB - HYDRANT, MUELLER-SUP CENT 250",Y,NULL - ANACOSTIA ANNEX #42 //N OF BLDG. 72,Y,2011-08-03T00:00:00.000Z,3,E-25,399016,132396,2012-06-06T06:00:31.000Z,38.85938665,-77.01133252
68,2119533,H20362,"BOLLINGAFB - HYDRANT, US PIPE-MET 250 WP",Y,NULL - ANACOSTIA ANNEX #3 //SW OF BLDG 168 SWC,N,2011-08-03T00:00:00.000Z,3,E-25,399523,132404,2012-06-06T06:00:31.000Z,38.85945714,-77.00549235
